flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season
F046001,DL,Delta,skyteam,DL164,SIN,Singapore,AKL,Auckland,2026-03-27T19:40:00Z,2026-03-28T06:50:00Z,670,0,,0,Economy,818.3,USD,6,E190,86,True,True,medium,shoulder,False
F046101,BA,British Airways,oneworld,BA2450;BA5802,NRT,Tokyo,LAX,Los Angeles,2025-06-03T15:50:00Z,2025-06-04T09:13:00Z,1043,1,ICN,147,Economy,996.97,USD,5,B767-300,74,True,True,high,summer_peak,False
F046201,QR,Qatar Airways,oneworld,QR9664;QR3573,DOH,Doha,SFO,San Francisco,2025-08-06T09:55:00Z,2025-08-07T14:30:00Z,1715,1,SIN,152,Economy,1597.16,USD,6,A330-300,79,True,False,high,summer_peak,False
F046301,TG,Thai Airways,star,TG5987;TG6255,JFK,New York,PEK,Beijing,2025-12-08T15:55:00Z,2025-12-09T16:22:00Z,1467,1,DOH,118,Economy,738.88,USD,7,E190,82,False,True,medium,shoulder,False
F046401,AF,Air France,skyteam,AF1772;AF2745,FCO,Rome,MEL,Melbourne,2025-11-05T13:05:00Z,2025-11-06T13:54:00Z,1489,1,DXB,211,Premium Economy,2117.97,USD,9,B737-800,83,True,True,medium,shoulder,False
F046501,JL,Japan Airlines,oneworld,JL140,LAX,Los Angeles,MAA,Chennai,2025-11-30T10:25:00Z,2025-12-01T05:07:00Z,1122,0,,0,Economy,2140.71,USD,3,B787-9,91,True,False,high,thanksgiving_peak,True
F046601,LH,Lufthansa,star,LH3190,DOH,Doha,CDG,Paris,2025-02-06T00:45:00Z,2025-02-06T07:37:00Z,412,0,,0,Premium Economy,828.84,USD,8,A330-300,91,True,False,low,winter_low,False
F046701,NH,ANA,star,NH4132;NH9412,ICN,Seoul,PEK,Beijing,2026-02-05T22:05:00Z,2026-02-06T16:57:00Z,1132,1,DXB,110,Economy,107.35,USD,9,A321neo,87,True,False,low,winter_low,False
F046801,TG,Thai Airways,star,TG5002;TG2941;TG3575,CDG,Paris,NRT,Tokyo,2026-06-29T11:15:00Z,2026-06-30T20:32:00Z,1997,2,JFK;LHR,306,Economy,956.97,USD,4,B737-800,76,True,False,high,summer_peak,False
F046901,AF,Air France,skyteam,AF8161,DPS,Bali,AMS,Amsterdam,2025-05-04T13:35:00Z,2025-05-05T05:26:00Z,951,0,,0,Economy,1252.23,USD,7,A321neo,90,True,False,medium,shoulder,False
F047001,BA,British Airways,oneworld,BA4466,DOH,Doha,ORD,Chicago,2025-05-25T16:10:00Z,2025-05-26T07:09:00Z,899,0,,0,Economy,1263.8,USD,6,B767-300,91,True,False,medium,shoulder,False
F047101,TK,Turkish Airlines,star,TK8377,LAX,Los Angeles,BKK,Bangkok,2025-03-05T12:55:00Z,2025-03-06T06:11:00Z,1036,0,,0,Economy,1245.44,USD,7,E190,85,True,True,medium,shoulder,False
F047201,TG,Thai Airways,star,TG327,DOH,Doha,DXB,Dubai,2026-06-24T06:40:00Z,2026-06-24T07:48:00Z,68,0,,0,Economy,123.9,USD,4,A330-300,81,True,True,high,summer_peak,False
F047301,QR,Qatar Airways,oneworld,QR8667,DOH,Doha,KUL,Kuala Lumpur,2026-02-28T21:35:00Z,2026-03-01T05:38:00Z,483,0,,0,Economy,602.8,USD,9,B787-9,95,True,False,low,winter_low,False
F047401,CX,Cathay Pacific,oneworld,CX2635;CX2216,DXB,Dubai,LIS,Lisbon,2026-04-23T18:50:00Z,2026-04-24T21:23:00Z,1593,1,SIN,184,Premium Economy,1081.22,USD,6,B737-800,86,True,False,medium,shoulder,False
F047501,LH,Lufthansa,star,LH5710;LH1840,AKL,Auckland,YYZ,Toronto,2025-09-06T11:05:00Z,2025-09-07T08:58:00Z,1313,1,SFO,173,Economy,1069.84,USD,6,B777-300ER,81,True,False,medium,shoulder,False
F047601,NH,ANA,star,NH8692;NH1380,GIG,Rio de Janeiro,BCN,Barcelona,2025-02-13T19:05:00Z,2025-02-14T10:57:00Z,952,1,LHR,92,Economy,933.53,USD,7,B737-800,81,False,True,high,summer_peak,False
F047701,QR,Qatar Airways,oneworld,QR3732;QR1996,FRA,Frankfurt,HKG,Hong Kong,2026-02-19T08:25:00Z,2026-02-20T11:16:00Z,1611,1,JFK,95,Economy,695.1,USD,7,E190,85,True,False,low,winter_low,False
F047801,BA,British Airways,oneworld,BA4057;BA7709,NRT,Tokyo,GIG,Rio de Janeiro,2025-12-08T09:55:00Z,2025-12-09T15:09:00Z,1754,1,DXB,185,Economy,1236.22,USD,3,A330-300,78,True,True,medium,shoulder,False
F047901,UA,United Airlines,star,UA5451,DXB,Dubai,LIS,Lisbon,2026-03-24T19:10:00Z,2026-03-25T03:30:00Z,500,0,,0,Economy,618.94,USD,6,E190,88,True,True,medium,shoulder,False
F048001,DL,Delta,skyteam,DL846;DL2406;DL6345,HKG,Hong Kong,DEL,Delhi,2025-11-28T21:35:00Z,2025-11-30T16:31:00Z,2576,2,SFO;SIN,293,Economy,395.13,USD,4,B787-9,73,False,False,high,thanksgiving_peak,True
F048101,QR,Qatar Airways,oneworld,QR4490;QR7760,DXB,Dubai,LIS,Lisbon,2026-06-17T11:55:00Z,2026-06-18T13:09:00Z,1514,1,SIN,105,Economy,759.84,USD,6,A330-300,84,True,False,high,summer_peak,False
F048201,TK,Turkish Airlines,star,TK8271,HKG,Hong Kong,MEX,Mexico City,2025-08-22T12:30:00Z,2025-08-23T06:51:00Z,1101,0,,0,Economy,1775.88,USD,4,B787-9,83,False,False,high,summer_peak,False
F048301,TK,Turkish Airlines,star,TK2139,SFO,San Francisco,GRU,Sao Paulo,2025-03-04T13:20:00Z,2025-03-05T03:02:00Z,822,0,,0,Economy,1169.38,USD,6,B767-300,90,True,True,medium,shoulder,False
F048401,KE,Korean Air,skyteam,KE8628,SFO,San Francisco,SIN,Singapore,2025-03-24T22:40:00Z,2025-03-25T16:18:00Z,1058,0,,0,Economy,1537.1,USD,8,A350-900,92,False,False,medium,shoulder,False
F048501,DL,Delta,skyteam,DL5617;DL5816,MEX,Mexico City,DEL,Delhi,2025-08-13T09:35:00Z,2025-08-14T10:00:00Z,1465,1,DOH,136,Economy,1482.03,USD,5,A380-800,82,False,False,high,summer_peak,False
F048601,LH,Lufthansa,star,LH8859,HKG,Hong Kong,SFO,San Francisco,2026-06-05T12:20:00Z,2026-06-06T02:54:00Z,874,0,,0,Business,4874.47,USD,4,A330-300,87,True,True,high,summer_peak,False
F048701,AI,Air India,star,AI8587;AI4994,GIG,Rio de Janeiro,AKL,Auckland,2026-04-19T00:30:00Z,2026-04-20T08:58:00Z,1948,1,JFK,223,Economy,790.66,USD,3,B767-300,82,True,True,medium,shoulder,False
F048801,EK,Emirates,none,EK8503;EK6423;EK9896,LHR,London,SYD,Sydney,2026-01-15T19:40:00Z,2026-01-17T04:16:00Z,1956,2,JFK;LAX,219,Economy,985.39,USD,6,A380-800,81,True,False,low,winter_low,False
F048901,BA,British Airways,oneworld,BA9871;BA3015,PEK,Beijing,DPS,Bali,2025-02-12T19:15:00Z,2025-02-13T06:26:00Z,671,1,SIN,130,Economy,429.5,USD,6,A330-300,86,False,False,low,winter_low,False
F049001,TK,Turkish Airlines,star,TK7898;TK1925,SFO,San Francisco,BOM,Mumbai,2025-10-09T08:25:00Z,2025-10-10T08:26:00Z,1441,1,IST,192,Economy,1065.84,USD,8,B767-300,82,False,False,medium,shoulder,False
F049101,QR,Qatar Airways,oneworld,QR8760;QR2219,IST,Istanbul,HKG,Hong Kong,2026-03-14T09:15:00Z,2026-03-15T18:39:00Z,2004,1,LAX,225,Business,2571.53,USD,7,E190,82,True,True,medium,shoulder,False
F049201,SQ,Singapore Airlines,star,SQ2979;SQ1216,MEX,Mexico City,ORD,Chicago,2025-05-19T17:40:00Z,2025-05-20T02:04:00Z,504,1,JFK,83,Business,749.03,USD,6,A330-300,84,True,True,medium,shoulder,False
F049301,KE,Korean Air,skyteam,KE3457;KE1198,AMS,Amsterdam,MEX,Mexico City,2025-10-16T08:05:00Z,2025-10-17T00:04:00Z,959,1,LHR,185,Business,2270.13,USD,7,B777-300ER,85,True,True,medium,shoulder,False
F049401,KE,Korean Air,skyteam,KE240,BCN,Barcelona,FRA,Frankfurt,2025-06-04T16:15:00Z,2025-06-04T18:17:00Z,122,0,,0,Economy,195.78,USD,6,A380-800,82,False,True,high,summer_peak,False
F049501,AA,American Airlines,oneworld,AA2278,DOH,Doha,JFK,New York,2026-02-05T09:30:00Z,2026-02-05T23:37:00Z,847,0,,0,Business,3850.79,USD,8,A380-800,84,True,True,low,winter_low,False
F049601,TG,Thai Airways,star,TG7564;TG8474,SIN,Singapore,FCO,Rome,2025-12-01T12:10:00Z,2025-12-02T05:16:00Z,1026,1,AMS,61,Economy,794.65,USD,8,B767-300,80,True,True,medium,shoulder,False
F049701,EK,Emirates,none,EK894,IST,Istanbul,DEL,Delhi,2025-03-24T12:40:00Z,2025-03-24T19:02:00Z,382,0,,0,Economy,529.77,USD,4,A330-300,90,True,False,medium,shoulder,False
F049801,BA,British Airways,oneworld,BA933,HKG,Hong Kong,DEL,Delhi,2026-04-13T09:30:00Z,2026-04-13T14:50:00Z,320,0,,0,First,2672.55,USD,7,A330-300,83,True,True,high,spring_break,True
F049901,TG,Thai Airways,star,TG9948,NRT,Tokyo,DPS,Bali,2026-05-14T21:20:00Z,2026-05-15T05:00:00Z,460,0,,0,Economy,578.83,USD,4,B787-9,84,False,True,medium,shoulder,False
